chr,start,end,value
contig9,4748748,4753206,-10
contig9,4753924,4755100,10
contig9,4758244,4762246,-10
contig9,4763225,4767764,-10
contig9,4768906,4772580,10
contig9,4774515,4778812,10
contig9,4784329,4785028,-10
contig9,4785343,4786597,-10
contig9,4787871,4789190,10
contig9,4791114,4797490,10
contig9,4800620,4800997,10
contig9,4803121,4806209,10
contig9,4808293,4815791,-10
contig9,4816096,4820673,-10
contig9,4823910,4824887,-10
contig9,4825271,4826968,-10
contig9,4829881,4832198,10
contig9,4835976,4837121,10
contig9,4838766,4840006,-10
contig9,4841768,4843085,-10
contig9,4843157,4843843,10
contig9,4846095,4851163,-10
contig9,4851755,4853895,10
contig9,4857052,4866371,-10
contig9,4867269,4871867,10
contig9,4872413,4873746,10
contig9,4874243,4877329,-10
contig9,4877789,4882217,10
contig9,4882945,4885119,10
contig9,4887059,4889044,10
contig9,4892639,4899025,-10
contig9,4899516,4907379,10
contig9,4908798,4912523,10
contig9,4913628,4914568,10
contig9,4916376,4917878,-10
contig9,4919251,4924063,-10
contig9,4930777,4933419,10
contig9,4934055,4940073,-10
contig9,4940656,4942100,10
contig9,4943179,4944582,-10
contig9,4944946,4946905,10
contig9,4947713,4950746,-10
contig9,4953239,4956224,10
contig9,4957344,4958956,10
contig9,4960936,4967030,-10
contig9,4968719,4969090,-10
contig9,4970585,4972553,10
contig9,4971692,4973962,-10
contig9,4976794,4979875,10
contig9,4980514,4984473,-10
contig9,4984725,4989095,10
contig9,4990568,4992004,-10
contig9,4992442,4995637,-10
contig9,4995689,5001058,10
contig9,5002082,5003296,10
contig9,5004695,5006165,10
contig9,5009298,5017619,-10
contig9,5018709,5020930,10
contig9,5021746,5024791,10
contig9,5026159,5028770,10
contig9,5029889,5031071,-10
contig9,5032056,5034932,10
contig9,5035888,5037740,-10
contig9,5038469,5042740,-10
contig9,5045133,5046346,10
contig9,5047005,5050412,10
contig9,5052233,5056502,10
contig9,5065160,5067875,-10
contig9,5069202,5070574,10
contig9,5072039,5076301,10
contig9,5078372,5080408,10
contig9,5100927,5104540,-10
contig9,5129795,5132068,-10
contig9,5133010,5136397,-10
contig9,5152158,5154246,-10
contig9,5154522,5160261,10
contig9,5161444,5162702,10
contig9,5164012,5168200,10
contig9,5169527,5171048,10
contig9,5171439,5177616,10
contig9,5178216,5183322,10
contig9,5184364,5187337,10
contig9,5188148,5193388,10
contig9,5194830,5197444,10
contig9,5199580,5201320,10
contig9,5201670,5205822,-10
contig9,5206706,5210707,-10
contig9,5211063,5212759,10
contig9,5213069,5214834,-10
contig9,5215254,5219304,10
contig9,5220059,5230645,10
contig9,5232720,5241547,-10
contig9,5242846,5245202,-10
contig9,5245349,5246910,10
contig9,5249571,5253529,-10
contig9,5255670,5257435,10
contig9,5257865,5260945,10
contig9,5261526,5265204,10
contig9,5265773,5266633,-10
contig9,5269118,5271220,10
contig9,5273380,5275594,10
contig9,5276784,5277268,-10
contig9,5278585,5279865,-10
contig9,5280792,5287011,-10
contig9,5287788,5289980,10
contig9,5291034,5293657,-10
contig9,5294604,5297196,10
contig9,5305564,5309749,10
contig9,5310423,5313451,-10
contig9,5320246,5322771,-10
contig9,5323332,5325441,-10
contig9,5350784,5352582,10
contig9,5359548,5362412,-10
contig9,5362947,5365122,10
contig9,5366257,5368922,-10
contig9,5370235,5376373,-10
contig9,5380544,5385186,10
contig9,5386138,5386784,-10
contig9,5387238,5388912,10
contig9,5394030,5397405,-10
contig9,5400888,5409144,-10
contig9,5410119,5410781,-10
contig9,5411108,5414829,10
contig9,5417393,5418391,-10
contig9,5419587,5420379,-10
contig9,5421284,5423198,-10
contig9,5423765,5428447,10
contig9,5430166,5432445,-10
contig9,5433025,5437053,-10
contig9,5437971,5441009,-10
contig9,5441429,5445533,10
contig9,5448204,5451707,-10
contig9,5452939,5455932,10
contig9,5457464,5458857,10
contig9,5459343,5461783,-10
contig9,5462058,5463761,10
contig9,5466907,5469932,10
contig9,5470872,5474866,-10
contig9,5476986,5478970,-10
contig9,5479822,5482268,10
contig9,5505722,5507106,-10
contig9,5516008,5516578,-10
contig9,5545921,5548128,-10
contig10,63930,68528,10
contig10,70386,71846,10
contig10,75577,78446,10
contig10,78991,81697,10
contig10,83275,90041,10
contig10,91028,93575,-10
contig10,95050,96147,-10
contig10,97064,100648,10
contig10,106764,107477,10
contig10,109034,111914,-10
contig10,120662,124028,10
contig10,145785,146264,10
contig10,147860,148760,10
contig10,149171,149662,10
contig10,152099,156522,10
contig10,157160,157905,10
contig10,158650,162315,-10
contig10,164132,165531,10
contig10,166861,169514,-10
contig10,169983,170985,10
contig10,171426,172951,-10
contig10,174126,175574,-10
contig10,177688,178977,10
contig10,179569,181726,-10
contig10,182058,184108,10
contig10,187430,196977,10
contig10,205842,209590,-10
contig10,212266,214272,-10
contig10,217646,218533,10
contig10,218563,219712,10
contig10,222032,225603,-10
contig10,284246,291002,10
contig10,293507,296779,-10
contig10,297120,300615,10
contig10,305974,307001,10
contig10,307003,312333,10
contig10,312572,314176,-10
contig10,324144,327253,-10
contig10,330329,331365,-10
contig10,333758,334816,-10
contig10,341173,342067,-10
contig10,342543,343970,-10
contig10,345264,350356,-10
contig10,350556,352693,10
contig10,353279,357718,-10
contig10,360276,360982,-10
contig10,362082,364808,-10
contig10,365205,366206,10
contig10,367489,368092,-10
contig10,375569,379830,10
contig10,381166,383555,-10
contig10,383930,386209,10
contig10,387354,388867,10
contig10,390958,400436,-10
contig10,401355,403449,-10
contig10,405266,407340,10
contig10,409531,411910,-10
contig10,427691,429455,-10
contig10,430106,433009,-10
contig10,433397,435569,10
contig10,436160,440389,-10
contig10,441127,448087,10
contig10,463263,463944,10
contig10,468599,471411,-10
contig10,471728,473278,10
contig10,474801,476232,-10
contig10,476396,482568,10
contig10,483455,489270,-10
contig10,490496,493308,-10
contig10,513683,517872,10
contig10,520562,523114,10
contig10,525484,528323,-10
contig10,528883,530095,10
contig10,531389,532927,10
contig10,536081,537851,-10
contig10,539541,546949,-10
contig10,547623,551888,-10
contig10,560930,563044,-10
contig10,568466,571235,-10
contig10,572297,573143,-10
contig10,576584,577761,-10
contig10,579564,590589,-10
contig10,591808,592446,10
contig10,593518,597503,10
contig10,600006,601815,10
contig10,602777,612507,10
contig10,614057,614838,-10
contig10,620163,621299,10
contig10,622963,632714,10
contig10,633975,640282,-10
contig10,640337,641301,-10
contig10,643209,649933,10
contig10,659379,662002,10
contig10,665818,666540,-10
contig10,667000,669198,10
contig10,685621,686734,10
contig10,700717,701481,10
contig10,710667,715898,10
contig10,777278,780487,10
contig10,781047,782090,-10
contig10,783549,785769,-10
contig10,815626,816636,10
contig10,818254,819055,-10
contig10,819447,820497,-10
contig10,820529,821244,-10
contig10,827735,830331,-10
contig10,830827,832807,-10
contig10,834353,836112,-10
contig10,854873,856610,10
contig10,858235,860100,10
contig10,861004,865605,-10
contig10,866638,869187,10
contig10,871045,872070,10
contig10,872916,873598,-10
contig10,879269,881099,10
contig10,883369,884537,10
contig10,890060,891946,10
contig10,907214,908643,-10
contig10,909419,910948,10
contig10,911082,911800,10
contig10,913211,914734,10
contig10,916188,918027,10
contig10,918864,922645,-10
contig10,935112,937880,10
contig10,940623,943205,-10
contig10,943587,949758,10
contig10,950404,954036,-10
contig10,954573,958676,10
contig10,959462,965879,-10
contig10,966529,968210,10
contig10,969873,973133,-10
contig10,975362,987710,-10
contig10,991361,992773,10
contig10,996092,996944,-10
contig10,1021503,1024182,10
contig10,1027812,1029709,-10
contig10,1032575,1034457,-10
contig10,1036497,1038083,-10
contig10,1050381,1051678,-10
contig10,1053930,1064024,-10
contig10,1065220,1066962,-10
contig10,1067179,1072706,10
contig10,1074433,1078139,10
contig10,1080147,1083003,-10
contig10,1086706,1095687,-10
contig10,1099133,1102914,-10
contig10,1103359,1105642,10
contig10,1107131,1109025,-10
contig10,1109183,1110266,-10
contig10,1111024,1113946,10
contig10,1120098,1122113,-10
contig10,1122802,1123786,-10
contig10,1124618,1127789,-10
contig10,1128375,1131506,-10
contig10,1131697,1132974,10
contig10,1133484,1136668,10
contig10,1138811,1140966,-10
contig10,1141327,1142540,10
contig10,1142841,1143977,-10
contig10,1144189,1145274,10
contig10,1146288,1147235,-10
contig10,1170868,1172588,-10
contig10,1172730,1175424,-10
contig10,1176825,1183772,-10
contig10,1257881,1259182,-10
contig10,1281447,1282005,-10
contig10,1288751,1291155,10
contig10,1291595,1292287,10
contig10,1293985,1299048,-10
contig10,1299746,1302033,-10
contig10,1302290,1303213,10
contig10,1304016,1307633,-10
contig10,1308065,1311770,10
contig10,1314547,1315844,10
contig10,1318353,1321863,-10
contig10,1323671,1326133,-10
contig10,1326816,1332640,10
contig10,1333326,1334264,10
contig10,1338766,1340232,10
contig10,1342714,1350668,-10
contig10,1351018,1354082,-10
contig10,1354321,1355584,10
contig10,1357078,1357716,-10
contig10,1360840,1368947,10
contig10,1371817,1374285,10
contig10,1375502,1376184,-10
contig10,1377379,1378126,10
contig10,1411119,1465996,10
contig10,1467069,1471382,10
contig10,1472209,1473562,10
contig10,1475032,1481165,10
contig10,1483480,1485173,10
contig10,1489351,1490773,-10
contig10,1504586,1507383,-10
contig10,1507843,1509715,10
contig10,1512055,1513012,-10
contig10,1524850,1527361,10
contig10,1528949,1534349,-10
contig10,1536015,1537558,-10
contig10,1544036,1549498,-10
contig10,1551573,1556294,-10
contig10,1556678,1560718,10
contig10,1561962,1563050,-10
contig10,1563867,1564753,-10
contig10,1567251,1569906,-10
contig10,1570856,1574142,10
contig10,1577481,1578812,-10
contig10,1582159,1586473,10
contig10,1591491,1592826,-10
contig10,1596749,1598149,10
contig10,1602914,1619584,-10
contig10,1625156,1627551,10
contig10,1631806,1639663,10
contig10,1642045,1643363,-10
contig10,1645967,1648783,-10
contig10,1650207,1653607,-10
contig10,1654516,1655789,10
contig10,1660697,1662091,10
contig10,1663634,1664970,10
contig10,1682180,1685839,-10
contig10,1687152,1692350,10
contig10,1694982,1700928,10
contig10,1702702,1705203,-10
contig10,1707705,1708841,-10
contig10,1709084,1711649,10
contig10,1712805,1714427,-10
contig10,1717345,1717860,-10
contig10,1718597,1721128,10
contig10,1725068,1729869,-10
contig10,1732912,1734084,-10
contig10,1734518,1740744,10
contig10,1743728,1745876,-10
contig10,1747272,1748338,-10
contig10,1748718,1759170,10
contig10,1761009,1762831,10
contig10,1764525,1766571,10
contig10,1773572,1774457,-10
contig10,1774521,1775434,10
contig10,1777328,1778764,10
contig10,1779716,1791303,10
contig10,1793153,1794262,10
contig10,1800756,1803640,10
contig10,1807353,1807859,-10
contig10,1808750,1810193,-10
contig10,1811094,1811987,-10
contig10,1822877,1824040,-10
contig10,1826332,1827735,10
contig10,1829472,1831461,10
contig10,1832973,1840625,-10
contig10,1841815,1842387,10
contig10,1845030,1845637,10
contig10,1855194,1861686,10
contig10,1868384,1876934,-10
contig10,1882132,1888327,-10
contig10,1890389,1891473,-10
contig10,1891960,1899145,-10
contig10,1899348,1900454,10
contig10,1901176,1902636,-10
contig10,1902892,1903943,10
contig10,1904427,1907544,-10
contig10,1910378,1912440,-10
contig10,1912967,1913896,-10
contig10,1919338,1925197,-10
contig10,1926676,1929956,-10
contig10,1932973,1933824,-10
contig10,1938331,1941092,10
contig10,1942899,1946185,-10
contig10,1952779,1956431,10
contig10,1959620,1960943,10
contig10,1962594,1966546,10
contig10,1968341,1969214,-10
contig10,2004057,2006782,10
contig10,2007341,2010070,10
contig10,2010735,2011745,-10
contig10,2012602,2013003,10
contig10,2015123,2016352,10
contig10,2018156,2019064,10
contig10,2030146,2031156,10
contig10,2033410,2034600,10
contig10,2038298,2039461,10
contig10,2041224,2043010,-10
contig10,2044337,2046105,10
contig10,2053315,2056175,-10
contig10,2064954,2067583,10
contig10,2068880,2069341,10
contig10,2070861,2072650,-10
contig10,2074514,2074957,10
contig10,2081927,2087757,-10
contig10,2101122,2102120,-10
contig10,2117255,2118933,-10
contig10,2120502,2121647,-10
contig10,2123473,2124231,-10
contig10,2126033,2127407,-10
contig10,2127469,2129985,10
contig10,2131489,2136128,10
contig10,2170879,2172330,-10
contig10,2198690,2199541,-10
contig10,2199877,2202253,10
contig10,2203558,2206267,-10
contig10,2206645,2209934,10
contig10,2213641,2220692,-10
contig10,2222475,2225167,10
contig10,2227307,2229022,10
contig10,2229640,2231044,10
contig10,2232089,2237549,10
contig10,2239228,2242335,10
contig10,2243470,2247936,-10
contig10,2248831,2250971,-10
contig10,2251806,2254868,10
contig10,2255615,2256605,10
contig10,2256970,2258532,-10
contig10,2259791,2261326,-10
contig10,2261532,2263238,10
contig10,2266926,2268164,-10
contig10,2271739,2279174,10
contig10,2279857,2283711,10
contig10,2300146,2302967,-10
contig10,2306030,2309682,-10
contig10,2310094,2311841,10
contig10,2313135,2314842,10
contig10,2317815,2320963,-10
contig10,2322110,2324169,10
contig10,2329766,2330411,10
contig10,2330977,2331810,10
contig10,2334963,2336808,-10
contig10,2337250,2339773,10
contig10,2343610,2347062,10
contig10,2349310,2352294,-10
contig10,2353394,2354524,-10
contig10,2355280,2355985,-10
contig10,2364423,2366191,-10
contig10,2367434,2368840,10
contig10,2369630,2373319,10
contig10,2375722,2376453,10
contig10,2379516,2380217,10
contig10,2380991,2383679,-10
contig10,2384176,2387240,10
contig10,2387705,2388326,10
contig10,2389472,2392998,-10
contig10,2394442,2396972,10
contig10,2396995,2398221,10
contig10,2398502,2399799,-10
contig10,2400361,2402302,10
contig10,2405957,2412253,10
contig10,2415486,2417135,10
contig10,2419807,2422409,10
contig10,2424732,2427912,10
contig10,2436249,2437840,10
contig10,2441749,2444836,10
contig10,2450227,2453167,-10
contig10,2454145,2458045,10
contig10,2458879,2460180,10
contig10,2461190,2468083,10
contig10,2475293,2476476,-10
contig10,2477000,2480174,10
contig10,2482215,2484199,-10
contig10,2484665,2485921,10
contig10,2494795,2497957,10
contig10,2503520,2506183,10
contig10,2512921,2518894,-10
contig10,2520999,2523532,10
contig10,2524267,2527567,-10
contig10,2530110,2535803,-10
contig10,2542077,2544299,10
contig10,2546760,2548159,-10
contig10,2549184,2555382,-10
contig10,2555763,2557382,10
contig10,2559116,2564794,10
contig10,2572451,2575603,10
contig10,2577386,2578714,-10
contig10,2579212,2583718,10
contig10,2584687,2586065,10
contig10,2590037,2594146,-10
contig10,2595931,2600070,-10
contig10,2600646,2603387,10
contig10,2604326,2607590,10
contig10,2613631,2620994,-10
contig10,2624303,2626829,10
contig10,2631805,2634410,-10
contig10,2634658,2637230,10
contig10,2653286,2654384,-10
contig10,2654681,2655897,-10
contig10,2662000,2663481,-10
contig10,2664462,2668388,10
contig10,2668995,2674797,10
contig10,2677885,2683050,10
contig10,2684453,2689082,10
contig10,2694343,2695868,-10
contig10,2695959,2696527,-10
contig10,2697040,2698975,10
contig10,2703441,2705771,-10
contig10,2706406,2709065,-10
contig10,2714883,2719642,10
contig10,2720165,2723384,-10
contig10,2731384,2732745,-10
contig10,2734334,2735621,-10
contig10,2736927,2749621,10
contig10,2750195,2752013,10
contig10,2752751,2756332,10
contig10,2773725,2775631,10
contig10,2781590,2783194,-10
contig10,2784177,2792420,-10
contig10,2796849,2797688,-10
contig10,2809435,2811450,-10
contig10,2815546,2821444,-10
contig10,2822709,2824705,-10
contig10,2839827,2841977,10
contig10,2843451,2845385,-10
contig10,2846379,2847211,10
contig10,2847893,2851847,-10
contig10,2852319,2855641,10
contig10,2856637,2857607,-10
contig10,2858069,2859028,10
contig10,2862693,2865192,-10
contig10,2866434,2867929,10
contig10,2871229,2871866,10
contig10,2875536,2876151,10
contig10,2876985,2881237,10
contig10,2881364,2882143,-10
contig10,2882218,2882904,-10
contig10,2887314,2894164,-10
contig10,2901349,2905800,-10
contig10,2906477,2919558,-10
contig10,2922054,2924372,10
contig10,2933687,2934824,-10
contig10,2936393,2938354,10
contig10,2939193,2940558,-10
contig10,2942393,2944115,-10
contig10,2944862,2946106,10
contig10,2947227,2960361,10
contig10,2960672,2964872,-10
contig10,2965073,2966957,10
contig10,2967474,2969893,-10
contig10,2970707,2972681,-10
contig10,2973561,2974093,-10
contig10,2979127,2982076,-10
contig10,2983302,2986815,-10
contig10,2987293,2988709,-10
contig10,2988642,2989961,10
contig10,2991968,2992414,-10
contig10,2994148,2995581,-10
contig10,2996784,2998895,10
contig10,3000766,3003118,-10
contig10,3006340,3011034,-10
contig10,3012323,3017375,10
contig10,3018706,3019836,-10
contig10,3021698,3024365,-10
contig10,3025570,3027516,10
contig10,3028763,3030910,10
contig10,3037451,3039861,10
contig10,3040932,3043730,10
contig10,3045522,3053840,-10
contig10,3054168,3057563,10
contig10,3058337,3058975,10
contig10,3063079,3064716,10
contig10,3066064,3069701,-10
contig10,3070445,3071240,10
contig10,3072281,3075902,-10
contig10,3076450,3080210,10
contig10,3081679,3082347,10
contig10,3084141,3084933,-10
contig10,3091077,3091648,-10
contig10,3095387,3103667,-10
contig10,3106106,3111054,-10
contig10,3112559,3114184,10
contig10,3116650,3117927,-10
contig10,3122070,3123752,-10
contig10,3124061,3128898,10
contig10,3129439,3131591,10
contig10,3134229,3135579,-10
contig10,3139041,3140372,-10
contig10,3145484,3147202,-10
contig10,3148980,3151830,-10
contig10,3152523,3153707,10
contig10,3154174,3156962,-10
contig10,3157309,3160509,10
contig10,3161060,3162410,-10
contig10,3162882,3165963,10
contig10,3167032,3167748,10
contig10,3185260,3189091,-10
contig10,3192917,3194103,-10
contig10,3194961,3200285,10
contig10,3205201,3208847,-10
contig10,3214299,3230381,10
contig10,3231046,3232492,10
contig10,3234884,3236139,-10
contig10,3237072,3238769,-10
contig10,3239468,3241573,10
contig10,3242047,3243296,-10
contig10,3243445,3244615,10
contig10,3244921,3247142,-10
contig10,3248016,3250194,10
contig10,3251194,3252184,-10
contig10,3252280,3254461,10
contig10,3255453,3256677,10
contig10,3257788,3259330,-10
contig10,3261456,3262302,-10
contig10,3264493,3266837,10
contig10,3270711,3274153,-10
contig10,3274640,3277638,10
contig10,3280053,3281888,-10
contig10,3282976,3289028,-10
contig10,3289345,3292987,10
contig10,3294126,3296972,10
contig10,3309196,3310546,-10
contig10,3310918,3312159,10
contig10,3314454,3318135,-10
contig10,3320256,3321043,-10
contig10,3321506,3322541,-10
contig10,3324784,3336554,10
contig10,3337370,3342461,-10
contig10,3342784,3346618,10
contig10,3347179,3348731,10
contig10,3352115,3355493,-10
contig10,3364374,3367014,10
contig10,3367895,3369958,10
contig10,3370525,3372650,10
contig10,3380311,3383835,-10
contig10,3385939,3388188,-10
contig10,3391622,3394514,-10
contig10,3395253,3399512,-10
contig10,3400199,3404357,-10
contig10,3404561,3406952,10
contig10,3408404,3410906,10
contig10,3411650,3420808,-10
contig10,3459476,3461191,-10
contig10,3461577,3462498,10
contig10,3465458,3467963,10
contig10,3468571,3470792,-10
contig10,3472900,3476371,-10
contig10,3480504,3483604,-10
contig10,3485981,3488025,-10
contig10,3489503,3491650,10
contig10,3491868,3492934,-10
contig10,3493164,3495688,-10
contig10,3495875,3497549,10
contig10,3499260,3502273,10
contig10,3503261,3505461,-10
contig10,3506767,3509189,10
contig10,3510178,3510671,-10
contig10,3510907,3514491,10
contig10,3516632,3519481,-10
contig10,3520816,3523318,10
contig10,3524047,3524792,10
contig10,3525347,3526494,-10
contig10,3534948,3535969,-10
contig10,3537148,3538725,-10
contig10,3544088,3547100,10
contig10,3548397,3549185,-10
contig10,3551743,3556568,-10
contig10,3557009,3557946,10
contig10,3566964,3568268,10
contig10,3573994,3574964,-10
contig10,3576948,3578136,10
contig10,3592093,3594914,10
contig10,3599559,3600551,10
contig10,3601430,3602146,-10
contig10,3604070,3608183,-10
contig10,3609135,3611344,10
contig10,3612002,3614635,10
contig10,3621489,3624361,-10
contig10,3624948,3627919,-10
contig10,3628636,3632864,-10
contig10,3635927,3638814,10
contig10,3640547,3641818,-10
contig10,3642129,3644710,10
contig10,3645076,3647388,-10
contig10,3647930,3649699,10
contig10,3650708,3652238,10
contig10,3652958,3656845,10
contig10,3657505,3659962,-10
contig10,3660623,3661501,10
contig10,3666778,3669745,-10
contig10,3670388,3673899,10
contig10,3673771,3676689,-10
contig10,3676934,3679388,10
contig10,3680056,3682868,10
contig10,3684089,3686582,-10
contig10,3688387,3700097,10
contig10,3700717,3705250,-10
contig10,3713616,3715350,-10
contig10,3715987,3717593,10
contig10,3719142,3721094,10
contig10,3724013,3728020,-10
contig10,3728939,3729741,10
contig10,3729781,3731740,-10
contig10,3731946,3733632,10
contig10,3735831,3737958,-10
contig10,3740348,3744487,-10
contig10,3746153,3750470,10
contig10,3754113,3755700,-10
contig10,3756623,3758251,-10
contig10,3758580,3760433,10
contig10,3760929,3763530,-10
contig10,3764063,3765793,10
contig10,3767555,3773047,-10
contig10,3773866,3778693,10
contig10,3800465,3801774,10
contig10,3803009,3804210,10
contig10,3804954,3807376,-10
contig10,3808352,3810012,10
contig10,3811090,3815720,10
contig10,3816993,3820678,-10
contig10,3827017,3831374,-10
contig10,3833093,3834769,10
contig10,3836824,3838339,-10
contig10,3838660,3840319,10
contig10,3840680,3845812,-10
contig10,3846035,3847831,10
contig10,3848707,3850708,10
contig10,3851570,3853528,-10
contig10,3854438,3856154,10
contig10,3857411,3862785,10
contig10,3863555,3864835,10
contig10,3865875,3867272,10
contig10,3867507,3872289,10
contig10,3874984,3876982,10
contig10,3877979,3880235,-10
contig10,3880533,3888138,10
contig10,3893680,3895505,-10
contig10,3903420,3904025,-10
contig10,3904236,3906023,-10
contig10,3906691,3908672,-10
contig10,3909062,3912500,10
contig10,3916572,3918432,10
contig10,3920839,3923472,10
contig10,3926033,3929106,-10
contig10,3934566,3935587,-10
contig10,3935889,3936626,10
contig10,3938631,3940231,10
contig10,3945980,3948568,-10
contig10,3949682,3956274,10
contig10,3959771,3961872,-10
contig10,4015088,4017217,-10
contig10,4019566,4022552,-10
contig10,4023724,4025732,10
contig10,4028131,4029631,10
contig10,4030191,4031949,10
contig10,4034081,4036813,10
contig10,4037837,4042506,10
contig10,4046654,4048283,-10
contig10,4048186,4051421,10
contig10,4053199,4054620,-10
contig10,4055503,4057599,-10
contig10,4057638,4063646,10
contig10,4065936,4067623,10
contig10,4071011,4071883,-10
contig10,4073215,4086162,10
contig10,4087148,4091665,-10
contig10,4093259,4093777,10
contig10,4095487,4096685,10
contig10,4098109,4100391,10
contig10,4100976,4104054,-10
contig10,4104319,4106196,10
contig10,4106856,4107863,-10
contig10,4108882,4110219,-10
contig10,4111398,4115386,10
contig10,4117233,4119495,-10
contig10,4122121,4123320,-10
contig10,4125324,4128029,10
contig10,4130538,4132869,-10
contig10,4133691,4134649,-10
contig10,4134823,4136244,10
contig10,4136571,4139966,10
contig10,4140736,4141950,10
contig10,4142903,4148206,-10
contig10,4151553,4154645,-10
contig10,4156553,4163408,10
contig10,4165493,4167475,-10
contig10,4169816,4172045,-10
contig10,4173028,4177359,-10
contig10,4178472,4181222,10
contig10,4183807,4185461,-10
contig10,4186146,4187964,10
contig10,4190833,4196799,-10
contig10,4203315,4204709,-10
contig10,4204997,4206369,10
contig10,4212215,4214701,-10
contig10,4215808,4216817,-10
contig10,4217672,4222345,-10
contig10,4223072,4224991,-10
contig10,4225477,4226625,10
contig10,4228051,4229496,-10
contig10,4230087,4234252,-10
contig10,4234587,4240457,10
contig10,4241265,4244804,10
contig10,4247500,4249811,-10
contig10,4249978,4252487,10
contig10,4254627,4256945,10
contig10,4259255,4260183,10
contig10,4262481,4269028,10
contig10,4271639,4272805,10
contig10,4273549,4275887,10
contig10,4276428,4280565,10
contig10,4281074,4282708,10
contig10,4283657,4285963,-10
contig10,4286931,4294534,10
contig10,4297319,4297822,-10
contig10,4300112,4302314,-10
contig10,4302508,4304649,10
contig10,4305353,4308854,-10
contig10,4309305,4310797,10
contig10,4311492,4312483,10
contig10,4313452,4315440,10
contig10,4315880,4318489,-10
contig10,4318808,4319501,10
contig10,4334854,4337402,-10
contig10,4338184,4340482,10
contig10,4341224,4342373,-10
contig10,4343060,4349450,-10
contig10,4349804,4352334,10
contig10,4353187,4355899,-10
contig10,4356081,4357363,10
contig10,4357434,4358324,10
contig10,4363635,4379462,-10
contig10,4382953,4389017,10
contig10,4392579,4393725,-10
contig10,4395783,4398995,10
contig10,4404595,4407731,10
contig10,4409312,4410352,-10
contig10,4411676,4415938,-10
contig10,4424066,4429731,-10
contig10,4431673,4433736,10
contig10,4434690,4437718,-10
contig10,4438075,4440231,10
contig10,4441033,4441398,-10
contig10,4444170,4445451,-10
contig10,4448179,4449170,-10
contig10,4449842,4451934,10
contig10,4453099,4455668,10
contig10,4457899,4458291,-10
contig10,4459042,4461034,-10
contig10,4462769,4465507,10
contig10,4466735,4468992,10
contig10,4469376,4469768,10
contig10,4471284,4473535,-10
contig10,4474810,4483323,-10
contig10,4483487,4484436,10
contig10,4485111,4487624,-10
contig10,4487790,4490670,10
contig10,4495848,4498002,-10
contig10,4502670,4504243,10
contig10,4505864,4507124,10
contig10,4509501,4512222,-10
contig10,4512438,4513196,10
contig10,4513815,4515086,-10
contig10,4516557,4524220,10
contig10,4526260,4527081,-10
contig10,4528820,4529398,10
contig10,4533474,4534892,-10
contig10,4535208,4536586,10
contig10,4538275,4542501,-10
contig10,4543649,4544218,-10
contig10,4546755,4552336,-10
contig10,4560380,4562217,-10
contig10,4562703,4565553,10
contig10,4566166,4567014,10
contig10,4568111,4570037,-10
contig10,4619542,4621343,10
contig10,4622368,4624753,-10
contig10,4625085,4626326,10
contig10,4627625,4630604,10
contig10,4630941,4633516,-10
contig10,4633653,4635593,-10
contig10,4642245,4645503,10
contig10,4647813,4653354,-10
contig10,4655737,4659244,-10
contig10,4659827,4661167,-10
contig10,4663243,4665988,-10
contig10,4668768,4672074,-10
contig10,4677765,4682127,-10
contig10,4683135,4684077,-10
contig10,4685573,4690022,10
contig10,4691168,4691955,10
contig10,4693388,4696203,10
contig10,4696597,4698308,-10
contig10,4698732,4700174,10
contig10,4700602,4702146,-10
contig10,4702523,4703735,-10
contig10,4705649,4707227,-10
contig10,4707559,4709106,10
contig10,4710343,4712552,-10
contig10,4714249,4720350,10
contig10,4721259,4724878,-10
contig10,4725160,4726168,10
contig10,4726461,4727381,-10
contig10,4729048,4731632,-10
contig10,4732283,4736758,10
contig10,4739311,4742648,-10
contig10,4743295,4748761,10
contig10,4750525,4753055,-10
contig10,4754338,4756264,10
contig10,4757024,4764941,-10
contig10,4766109,4770513,10
contig10,4795596,4796495,-10
contig10,4801690,4802469,-10
contig10,4804620,4805872,10
contig10,4807450,4813934,10
contig10,4815183,4818407,10
contig10,4820280,4821100,10
contig10,4822523,4823176,-10
contig10,4824048,4829077,10
contig10,4830182,4832255,-10
contig10,4833355,4836171,10
contig10,4838480,4840985,10
contig10,4844918,4848755,-10
contig10,4849402,4852067,-10
contig10,4852237,4853730,10
contig10,4855396,4858897,-10
contig10,4859393,4860829,10
contig10,4861825,4862805,-10
contig10,4863300,4866828,10
contig10,4867299,4878301,-10
contig10,4880709,4884479,-10
contig10,4888031,4891675,10
contig10,4895878,4900067,-10
contig10,4900432,4902907,10
contig10,4903799,4907475,-10
contig10,4908293,4913501,-10
contig10,4921259,4925307,-10
contig10,4927310,4928753,-10
contig10,4928885,4929442,-10
contig10,4931988,4933611,-10
contig10,4933778,4938654,10
contig10,4939238,4941140,10
contig10,4942302,4945070,10
contig10,4946913,4953983,10
contig10,4954407,4957404,10
contig10,4958277,4960311,-10
contig10,4961369,4962598,-10
contig10,4963816,4967032,-10
contig10,4967497,4968684,10
contig10,4971283,4974145,-10
contig10,4975191,4978320,10
contig10,5045640,5046656,10
contig10,5050755,5051052,-10
contig10,5061773,5066625,-10
contig11,52136,53045,-10
contig11,54569,55150,-10
contig11,55165,57138,-10
