chr,start,end,value1,value2
contig6,1161121,1161430,Unknown,gpos100
contig6,1161476,1161653,Unknown,gpos100
contig6,1161661,1161909,Unknown,gpos100
contig6,1162020,1162893,Unknown,gpos100
contig6,1162899,1163958,Unknown,gpos100
contig6,1164014,1164315,Unknown,gpos100
contig6,1164419,1164604,Unknown,gpos100
contig6,1164671,1164941,Unknown,gpos100
contig6,1165083,1165956,Unknown,gpos100
contig6,1167342,1167524,Unknown,gpos100
contig6,1167605,1167887,Unknown,gpos100
contig6,1167888,1167977,Unknown,gpos100
contig6,1167978,1168070,Unknown,gpos100
contig6,1168084,1168792,LINE,gpos100
contig6,1168793,1174784,LTR/Gypsy,gpos100
contig6,1174785,1177460,LINE,gpos100
contig6,1177514,1177573,Unknown,gpos100
contig6,1178248,1178328,Unknown,gpos100
contig6,1178326,1178621,Unknown,gpos100
contig6,1178804,1178920,Unknown,gpos100
contig6,1178976,1179509,Unknown,gpos100
contig6,1179028,1179516,Unknown,gpos100
contig6,1179703,1179804,Unknown,gpos100
contig6,1185079,1185229,Unknown,gpos100
contig6,1192276,1192319,Unknown,gpos100
contig6,1192295,1192324,Unknown,gpos100
contig6,1194181,1194277,Unknown,gpos100
contig6,1194897,1195133,Unknown,gpos100
contig6,1195150,1195312,Unknown,gpos100
contig6,1195500,1195608,Unknown,gpos100
contig6,1196928,1197172,Unknown,gpos100
contig6,1198025,1198880,Unknown,gpos100
contig6,1199023,1199298,Unknown,gpos100
contig6,1199401,1199570,Unknown,gpos100
contig6,1199651,1199957,Unknown,gpos100
contig6,1200023,1201088,Unknown,gpos100
contig6,1201098,1201812,Unknown,gpos100
contig6,1201812,1201962,Unknown,gpos100
contig6,1202078,1202327,Unknown,gpos100
contig6,1202335,1202512,Unknown,gpos100
contig6,1202558,1202871,Unknown,gpos100
contig6,1203417,1203673,Unknown,gpos100
contig6,1204498,1204591,Unknown,gpos100
contig6,1204982,1205150,Unknown,gpos100
contig6,1205310,1205643,Unknown,gpos100
contig6,1205764,1206093,Unknown,gpos100
contig6,1206165,1206607,Unknown,gpos100
contig6,1206730,1207013,Unknown,gpos100
contig6,1206937,1207099,Unknown,gpos100
contig6,1207100,1207184,Unknown,gpos100
contig6,1207185,1207198,Unknown,gpos100
contig6,1207488,1207537,Unknown,gpos100
contig6,1207539,1207713,Unknown,gpos100
contig6,1209768,1209879,Unknown,gpos100
contig6,1209880,1209953,Unknown,gpos100
contig6,1212842,1213459,Unknown,gpos100
contig6,1213856,1214115,Unknown,gpos100
contig6,1214373,1214459,Unknown,gpos100
contig6,1214786,1214925,Unknown,gpos100
contig6,1215123,1215670,Unknown,gpos100
contig6,1218704,1218989,Unknown,gpos100
contig6,1219290,1219444,Unknown,gpos100
contig6,1219849,1220137,Unknown,gpos100
contig6,1220664,1220848,Unknown,gpos100
contig6,1221085,1221393,Unknown,gpos100
contig6,1221560,1221875,Unknown,gpos100
contig6,1221967,1222382,Unknown,gpos100
contig6,1222528,1222822,Unknown,gpos100
contig6,1222953,1223048,Unknown,gpos100
contig6,1226853,1229254,Unknown,gpos100
contig6,1245957,1246054,Unknown,gpos100
contig6,1246243,1246471,Unknown,gpos100
contig6,1246514,1246731,Unknown,gpos100
contig6,1247922,1248149,LINE,gpos100
contig6,1248140,1256903,LTR/Gypsy,gpos100
contig6,1256904,1267485,LTR/Gypsy,gpos100
contig6,1267486,1269289,LTR/Gypsy,gpos100
contig6,1269290,1269792,LINE,gpos100
contig6,1270470,1270610,Unknown,gpos100
contig6,1270544,1270693,Unknown,gpos100
contig6,1270870,1271378,Unknown,gpos100
contig6,1271586,1272015,Unknown,gpos100
contig6,1272108,1272436,Unknown,gpos100
contig6,1272512,1272785,Unknown,gpos100
contig6,1273093,1273201,Unknown,gpos100
contig6,1273549,1273600,Unknown,gpos100
contig6,1273625,1273924,Unknown,gpos100
contig6,1274693,1274981,Unknown,gpos100
contig6,1275684,1275941,Unknown,gpos100
contig6,1277919,1278095,Unknown,gpos100
contig6,1279147,1279672,Unknown,gpos100
contig6,1280194,1280301,Unknown,gpos100
contig6,1280416,1280656,Unknown,gpos100
contig6,1280770,1281373,Unknown,gpos100
contig6,1293106,1296565,Unknown,gpos100
contig6,1296123,1297151,Unknown,gpos100
contig6,1297461,1297566,Unknown,gpos100
contig6,1297577,1297861,Unknown,gpos100
contig6,1297865,1298307,Unknown,gpos100
contig6,1304921,1304951,Unknown,gpos100
contig6,1307734,1307806,Unknown,gpos100
contig6,1307960,1308119,Unknown,gpos100
contig6,1313269,1313578,LINE,gpos100
contig6,1314368,1314460,Unknown,gpos100
contig6,1314620,1314681,Unknown,gpos100
contig6,1314683,1314769,Unknown,gpos100
contig6,1318701,1319637,Unknown,gpos100
contig6,1319343,1319677,Unknown,gpos100
contig6,1319644,1319760,Unknown,gpos100
contig6,1319760,1321818,Unknown,gpos100
contig6,1321567,1322260,Unknown,gpos100
contig6,1322693,1323525,Unknown,gpos100
contig6,1323616,1324081,Unknown,gpos100
contig6,1324131,1324672,Unknown,gpos100
contig6,1324501,1325277,Unknown,gpos100
contig6,1325330,1325581,Unknown,gpos100
contig6,1327452,1328076,Unknown,gpos100
contig6,1328138,1328397,Unknown,gpos100
contig6,1328516,1328615,Unknown,gpos100
contig6,1329255,1329763,Unknown,gpos100
contig6,1330797,1330970,Unknown,gpos100
contig6,1332548,1332660,Unknown,gpos100
contig6,1332931,1333222,Unknown,gpos100
contig6,1333543,1333650,Unknown,gpos100
contig6,1334009,1334260,Unknown,gpos100
contig6,1334514,1334641,Unknown,gpos100
contig6,1334916,1335167,Unknown,gpos100
contig6,1335496,1335604,Unknown,gpos100
contig6,1335755,1335914,Unknown,gpos100
contig6,1336297,1336591,Unknown,gpos100
contig6,1337269,1337636,Unknown,gpos100
contig6,1337705,1338118,Unknown,gpos100
contig6,1338373,1338645,Unknown,gpos100
contig6,1338782,1338877,Unknown,gpos100
contig6,1339150,1339276,Unknown,gpos100
contig6,1339293,1339364,Unknown,gpos100
contig6,1339365,1339584,Unknown,gpos100
contig6,1339591,1339723,Unknown,gpos100
contig6,1339757,1339789,Unknown,gpos100
contig6,1340465,1340565,Unknown,gpos100
contig6,1341818,1342417,Unknown,gpos100
contig6,1342727,1343173,Unknown,gpos100
contig6,1351150,1351390,Unknown,gpos100
contig6,1351424,1351773,LTR/Gypsy,gpos100
contig6,1351774,1352047,Unknown,gpos100
contig6,1355451,1355490,Unknown,gpos100
contig6,1371638,1372177,Unknown,gpos100
contig6,1375532,1375716,Unknown,gpos100
contig6,1375717,1380472,LTR,gpos100
contig6,1380473,1381787,Unknown,gpos100
contig6,1381655,1382347,Unknown,gpos100
contig6,1382340,1382427,Unknown,gpos100
contig6,1385521,1385703,Unknown,gpos100
contig6,1386139,1386855,LINE,gpos100
contig6,1390237,1390336,LTR,gpos100
contig6,1390354,1390438,Unknown,gpos100
contig6,1390568,1390834,Unknown,gpos100
contig6,1391111,1391508,Unknown,gpos100
contig6,1391571,1391815,Unknown,gpos100
contig6,1391784,1391947,Unknown,gpos100
contig6,1392811,1393098,Unknown,gpos100
contig6,1394324,1394575,Unknown,gpos100
contig6,1394948,1395055,Unknown,gpos100
contig6,1395365,1395616,Unknown,gpos100
contig6,1395891,1396018,Unknown,gpos100
contig6,1396236,1396536,Unknown,gpos100
contig6,1397358,1397608,Unknown,gpos100
contig6,1397912,1398000,Unknown,gpos100
contig6,1399628,1399811,Unknown,gpos100
contig6,1400845,1401364,Unknown,gpos100
contig6,1401534,1401602,Unknown,gpos100
contig6,1401973,1402072,Unknown,gpos100
contig6,1402183,1402442,Unknown,gpos100
contig6,1402500,1403115,Unknown,gpos100
contig6,1414367,1414632,Unknown,gpos100
contig6,1414641,1414785,DNA,gpos100
contig6,1414758,1414979,Unknown,gpos100
contig6,1415045,1415400,Unknown,gpos100
contig6,1416032,1416380,Unknown,gpos100
contig6,1416379,1416820,Unknown,gpos100
contig6,1416780,1417107,Unknown,gpos100
contig6,1417108,1418017,Unknown,gpos100
contig6,1418516,1418707,Unknown,gpos100
contig6,1418714,1419127,Unknown,gpos100
contig6,1419178,1419684,Unknown,gpos100
contig6,1420496,1421111,Unknown,gpos100
contig6,1421182,1421441,Unknown,gpos100
contig6,1421558,1421657,Unknown,gpos100
contig6,1422028,1422096,Unknown,gpos100
contig6,1422274,1422784,Unknown,gpos100
contig6,1423829,1424002,Unknown,gpos100
contig6,1425565,1425675,Unknown,gpos100
contig6,1426048,1426329,Unknown,gpos100
contig6,1426583,1426702,Unknown,gpos100
contig6,1426985,1427235,Unknown,gpos100
contig6,1428047,1428342,Unknown,gpos100
contig6,1428588,1428738,Unknown,gpos100
contig6,1428965,1429184,Unknown,gpos100
contig6,1429818,1429979,Unknown,gpos100
contig6,1429963,1430172,Unknown,gpos100
contig6,1430280,1430583,Unknown,gpos100
contig6,1430637,1431051,Unknown,gpos100
contig6,1431301,1431567,Unknown,gpos100
contig6,1431689,1431808,Unknown,gpos100
contig6,1432197,1432442,Unknown,gpos100
contig6,1432447,1432973,Unknown,gpos100
contig6,1432982,1433589,Unknown,gpos100
contig6,1434366,1435317,Unknown,gpos100
contig6,1435400,1435587,Unknown,gpos100
contig6,1440274,1440363,Unknown,gpos100
contig6,1440295,1440386,Unknown,gpos100
contig6,1449234,1449331,Unknown,gpos100
contig6,1463526,1463618,Unknown,gpos100
contig6,1467812,1467871,Unknown,gpos100
contig6,1470664,1470779,Unknown,gpos100
contig6,1478759,1478900,LTR,gpos100
contig6,1480158,1480236,Unknown,gpos100
contig6,1484060,1484297,Unknown,gpos100
contig6,1491651,1491779,Unknown,gpos100
contig6,1491692,1491855,Unknown,gpos100
contig6,1492122,1492449,Unknown,gpos100
contig6,1493375,1493562,Unknown,gpos100
contig6,1493613,1494564,Unknown,gpos100
contig6,1495585,1495687,Unknown,gpos100
contig6,1495688,1495982,Unknown,gpos100
contig6,1495983,1496713,Unknown,gpos100
contig6,1496836,1497198,Unknown,gpos100
contig6,1497188,1497446,Unknown,gpos100
contig6,1497818,1497992,Unknown,gpos100
contig6,1498028,1498225,Unknown,gpos100
contig6,1498237,1498676,Unknown,gpos100
contig6,1498310,1499061,Unknown,gpos100
contig6,1498864,1499119,Unknown,gpos100
contig6,1499184,1499289,Unknown,gpos100
contig6,1499496,1501254,Unknown,gpos100
contig6,1501255,1501892,Unknown,gpos100
contig6,1501403,1502091,Unknown,gpos100
contig6,1502095,1502790,Unknown,gpos100
contig6,1502805,1503034,Unknown,gpos100
contig6,1504134,1504701,Unknown,gpos100
contig6,1504703,1505141,Unknown,gpos100
contig6,1505232,1505935,Unknown,gpos100
contig6,1505878,1506089,Unknown,gpos100
contig6,1505968,1506283,Unknown,gpos100
contig6,1506422,1506977,Unknown,gpos100
contig6,1506784,1507209,Unknown,gpos100
contig6,1507210,1507351,Unknown,gpos100
contig6,1507409,1508058,Unknown,gpos100
contig6,1508199,1508276,Unknown,gpos100
contig6,1508283,1508340,Unknown,gpos100
contig6,1508347,1508929,Unknown,gpos100
contig6,1508928,1509187,Unknown,gpos100
contig6,1509186,1509475,Unknown,gpos100
contig6,1509649,1509847,Unknown,gpos100
contig6,1518499,1518628,Unknown,gpos100
contig6,1518738,1518796,Unknown,gpos100
contig6,1519234,1519435,Unknown,gpos100
contig6,1519434,1519903,Unknown,gpos100
contig6,1519961,1520071,Unknown,gpos100
contig6,1520068,1520153,Unknown,gpos100
contig6,1520159,1520480,Unknown,gpos100
contig6,1520496,1520577,Unknown,gpos100
contig6,1520584,1521568,Unknown,gpos100
contig6,1521603,1522091,Unknown,gpos100
contig6,1522276,1522624,Unknown,gpos100
contig6,1522444,1522913,Unknown,gpos100
contig6,1523434,1523636,Unknown,gpos100
contig6,1524211,1524311,Unknown,gpos100
contig6,1524258,1524320,Unknown,gpos100
contig6,1524840,1524962,Unknown,gpos100
contig6,1525244,1525469,Unknown,gpos100
contig6,1525494,1525659,Unknown,gpos100
contig6,1525662,1526050,Unknown,gpos100
contig6,1526052,1526630,Unknown,gpos100
contig6,1527718,1528028,Unknown,gpos100
contig6,1528076,1528248,Unknown,gpos100
contig6,1528629,1528791,Unknown,gpos100
contig6,1528773,1529377,Unknown,gpos100
contig6,1529362,1529445,Unknown,gpos100
contig6,1529446,1529548,Unknown,gpos100
contig6,1529861,1531206,Unknown,gpos100
contig6,1531234,1531565,Unknown,gpos100
contig6,1531568,1531667,Unknown,gpos100
contig6,1532305,1532875,Unknown,gpos100
contig6,1532877,1533324,Unknown,gpos100
contig6,1533314,1533923,Unknown,gpos100
contig6,1533905,1534067,Unknown,gpos100
contig6,1534434,1534606,Unknown,gpos100
contig6,1534661,1534974,Unknown,gpos100
contig6,1536093,1536663,Unknown,gpos100
contig6,1536665,1537108,Unknown,gpos100
contig6,1537098,1537707,Unknown,gpos100
contig6,1537689,1537851,Unknown,gpos100
contig6,1538218,1538390,Unknown,gpos100
contig6,1538445,1538758,Unknown,gpos100
contig6,1539877,1540447,Unknown,gpos100
contig6,1540449,1540892,Unknown,gpos100
contig6,1540882,1541491,Unknown,gpos100
contig6,1541473,1541635,Unknown,gpos100
contig6,1542002,1542174,Unknown,gpos100
contig6,1542229,1542542,Unknown,gpos100
contig6,1543661,1544231,Unknown,gpos100
contig6,1544233,1544543,Unknown,gpos100
contig6,1544519,1544601,Unknown,gpos100
contig6,1544604,1544769,Unknown,gpos100
contig6,1544794,1545019,Unknown,gpos100
contig6,1545299,1545421,Unknown,gpos100
contig6,1545975,1546037,Unknown,gpos100
contig6,1545984,1546084,Unknown,gpos100
contig6,1546651,1546855,Unknown,gpos100
contig6,1547397,1547878,Unknown,gpos100
contig6,1547696,1548761,Unknown,gpos100
contig6,1548779,1549781,Unknown,gpos100
contig6,1549797,1549872,Unknown,gpos100
contig6,1549895,1550224,Unknown,gpos100
contig6,1550232,1550304,Unknown,gpos100
contig6,1550307,1550378,Unknown,gpos100
contig6,1550479,1550935,Unknown,gpos100
contig6,1550934,1551137,Unknown,gpos100
contig6,1551292,1551420,Unknown,gpos100
contig6,1551526,1551660,Unknown,gpos100
contig6,1559918,1560116,Unknown,gpos100
contig6,1560290,1561154,Unknown,gpos100
contig6,1561161,1561217,Unknown,gpos100
contig6,1561224,1561303,Unknown,gpos100
contig6,1561442,1562090,Unknown,gpos100
contig6,1562148,1562289,Unknown,gpos100
contig6,1562290,1562716,Unknown,gpos100
contig6,1562522,1563172,Unknown,gpos100
contig6,1563417,1563736,Unknown,gpos100
contig6,1563615,1563826,Unknown,gpos100
contig6,1563769,1563840,Unknown,gpos100
contig6,1563831,1564230,Unknown,gpos100
contig6,1564204,1564243,Unknown,gpos100
contig6,1564265,1566035,Unknown,gpos100
contig6,1566038,1566192,Unknown,gpos100
contig6,1566941,1567512,Unknown,gpos100
contig6,1567514,1567957,Unknown,gpos100
contig6,1567947,1568557,Unknown,gpos100
contig6,1568539,1568701,Unknown,gpos100
contig6,1569072,1569246,Unknown,gpos100
contig6,1569301,1569614,Unknown,gpos100
contig6,1570090,1572202,LTR/Gypsy,gpos100
contig6,1572197,1572232,Unknown,gpos100
contig6,1572202,1575646,Unknown,gpos100
contig6,1575647,1585410,LTR/Gypsy,gpos100
contig6,1585503,1585673,Unknown,gpos100
contig6,1585675,1586323,LTR/Gypsy,gpos100
contig6,1586324,1589862,Unknown,gpos100
contig6,1589863,1589932,Unknown,gpos100
contig6,1589933,1590176,Unknown,gpos100
contig6,1590147,1590656,Unknown,gpos100
contig6,1590655,1593205,LTR/Gypsy,gpos100
contig6,1593853,1594423,Unknown,gpos100
contig6,1594425,1594812,Unknown,gpos100
contig6,1594815,1595064,Unknown,gpos100
contig6,1595069,1595191,Unknown,gpos100
contig6,1595183,1595322,Unknown,gpos100
contig6,1595322,1595456,Unknown,gpos100
contig6,1595467,1596035,Unknown,gpos100
contig6,1596329,1596417,Unknown,gpos100
contig6,1596959,1597092,Unknown,gpos100
contig6,1597564,1597678,Unknown,gpos100
contig6,1598024,1598212,Unknown,gpos100
contig6,1598233,1598353,Unknown,gpos100
contig6,1598365,1598420,Unknown,gpos100
contig6,1598417,1598547,Unknown,gpos100
contig6,1599631,1599752,Unknown,gpos100
contig6,1599879,1599927,Unknown,gpos100
contig6,1599954,1600026,Unknown,gpos100
contig6,1601938,1602031,Unknown,gpos100
contig6,1606716,1606818,Unknown,gpos100
contig6,1609817,1609912,Unknown,gpos100
contig6,1616537,1616566,Unknown,gpos100
contig6,1616651,1616774,Unknown,gpos100
contig6,1616714,1616799,DNA,gpos100
contig6,1617215,1617338,Unknown,gpos100
contig6,1617423,1617451,Unknown,gpos100
contig6,1618683,1618783,Unknown,gpos100
contig6,1619459,1619491,Unknown,gpos100
contig6,1629085,1629143,Unknown,gpos100
contig6,1631242,1631343,LINE,gpos100
contig6,1638048,1638118,Unknown,gpos100
contig6,1641313,1641356,Unknown,gpos100
contig6,1655105,1655485,Unknown,gpos100
contig6,1659240,1659315,Unknown,gpos100
contig6,1665946,1666018,LINE,gpos100
contig6,1666019,1666048,LINE,gpos100
contig6,1675273,1675286,Unknown,gpos100
contig6,1675287,1675371,Unknown,gpos100
contig6,1685026,1685075,LINE,gpos100
contig6,1698954,1699083,Unknown,gpos100
contig6,1698996,1699159,Unknown,gpos100
contig6,1699617,1699754,Unknown,gpos100
contig6,1699909,1699987,Unknown,gpos100
contig6,1700317,1700351,Unknown,gpos100
contig6,1700348,1700424,Unknown,gpos100
contig6,1700424,1700688,Unknown,gpos100
contig6,1700691,1700775,Unknown,gpos100
contig6,1700749,1701129,Unknown,gpos100
contig6,1701168,1701280,Unknown,gpos100
contig6,1701683,1701759,Unknown,gpos100
contig6,1702145,1702307,Unknown,gpos100
contig6,1702289,1702888,Unknown,gpos100
contig6,1702878,1703318,Unknown,gpos100
contig6,1703320,1703890,Unknown,gpos100
contig6,1704651,1704805,Unknown,gpos100
contig6,1704808,1706612,Unknown,gpos100
contig6,1706634,1706673,Unknown,gpos100
contig6,1706647,1707123,Unknown,gpos100
contig6,1707066,1707150,Unknown,gpos100
contig6,1707146,1707282,Unknown,gpos100
contig6,1707418,1707961,Unknown,gpos100
contig6,1707780,1708193,Unknown,gpos100
contig6,1708194,1708335,Unknown,gpos100
contig6,1708393,1709042,Unknown,gpos100
contig6,1709182,1709274,Unknown,gpos100
contig6,1709281,1710135,Unknown,gpos100
contig6,1710309,1710507,Unknown,gpos100
contig6,1711752,1711810,Unknown,gpos100
contig6,1711812,1714730,Unknown,gpos100
contig6,1714974,1715355,Unknown,gpos100
contig6,1715356,1717217,Unknown,gpos100
contig6,1717366,1718302,Unknown,gpos100
contig6,1719247,1719723,Unknown,gpos100
contig6,1719724,1720025,Unknown,gpos100
contig6,1726962,1727096,Unknown,gpos100
contig6,1727202,1727330,Unknown,gpos100
contig6,1727485,1727690,Unknown,gpos100
contig6,1727689,1728144,Unknown,gpos100
contig6,1728245,1728316,Unknown,gpos100
contig6,1728319,1728391,Unknown,gpos100
contig6,1728399,1728728,Unknown,gpos100
contig6,1728751,1728826,Unknown,gpos100
contig6,1728839,1729863,Unknown,gpos100
contig6,1729881,1730945,Unknown,gpos100
contig6,1730763,1731244,Unknown,gpos100
contig6,1731785,1731992,Unknown,gpos100
contig6,1732566,1732666,Unknown,gpos100
contig6,1732613,1732675,Unknown,gpos100
contig6,1733228,1733350,Unknown,gpos100
contig6,1733631,1733855,Unknown,gpos100
contig6,1733880,1734036,Unknown,gpos100
contig6,1734039,1734425,Unknown,gpos100
contig6,1734427,1734997,Unknown,gpos100
contig6,1736126,1736439,Unknown,gpos100
contig6,1736494,1736666,Unknown,gpos100
contig6,1737040,1737202,Unknown,gpos100
contig6,1737184,1737781,Unknown,gpos100
contig6,1737781,1737864,Unknown,gpos100
contig6,1738021,1738162,Unknown,gpos100
contig6,1738616,1738779,Unknown,gpos100
contig6,1738692,1738801,Unknown,gpos100
contig6,1739303,1739383,Unknown,gpos100
contig6,1739677,1740203,Unknown,gpos100
contig6,1740200,1740318,Unknown,gpos100
contig6,1740315,1740469,Unknown,gpos100
contig6,1740465,1740587,Unknown,gpos100
contig6,1740587,1740635,Unknown,gpos100
contig6,1740654,1741094,Unknown,gpos100
contig6,1741082,1741276,Unknown,gpos100
contig6,1741282,1741375,Unknown,gpos100
contig6,1742260,1742644,Unknown,gpos100
contig6,1743278,1743642,Unknown,gpos100
contig6,1751502,1751564,Unknown,gpos100
contig6,1755631,1755744,Unknown,gpos100
contig6,1755689,1755765,Unknown,gpos100
contig6,1758142,1758248,LINE,gpos100
contig6,1759625,1759703,Unknown,gpos100
contig6,1763452,1763486,Unknown,gpos100
contig6,1765691,1766081,Unknown,gpos100
contig6,1766054,1766145,Unknown,gpos100
contig6,1766148,1766395,Unknown,gpos100
contig6,1766390,1766603,Unknown,gpos100
contig6,1766670,1766817,Unknown,gpos100
contig6,1766897,1767093,Unknown,gpos100
contig6,1769811,1769916,Unknown,gpos100
contig6,1775575,1775688,Unknown,gpos100
contig6,1777536,1777588,Unknown,gpos100
contig6,1786958,1787023,Unknown,gpos100
contig6,1803159,1803240,Unknown,gpos100
contig6,1803262,1803374,Unknown,gpos100
contig6,1807101,1807581,Unknown,gpos100
contig6,1807557,1807634,Unknown,gpos100
contig6,1808961,1809113,Unknown,gpos100
contig6,1809412,1809563,Unknown,gpos100
contig6,1809774,1810046,Unknown,gpos100
contig6,1815690,1815820,Unknown,gpos100
contig6,1817835,1817965,Unknown,gpos100
contig6,1820616,1820860,Unknown,gpos100
contig6,1820929,1821206,Unknown,gpos100
contig6,1821231,1821444,Unknown,gpos100
contig6,1821347,1821464,Unknown,gpos100
contig6,1822754,1822916,Unknown,gpos100
contig6,1823274,1823364,Unknown,gpos100
contig6,1823443,1823475,Unknown,gpos100
contig6,1823916,1824241,Unknown,gpos100
contig6,1824120,1824318,Unknown,gpos100
contig6,1824261,1824976,Unknown,gpos100
contig6,1825077,1825491,Unknown,gpos100
contig6,1825493,1826064,Unknown,gpos100
contig6,1826404,1826840,Unknown,gpos100
contig6,1827493,1827920,Unknown,gpos100
contig6,1827975,1828147,Unknown,gpos100
contig6,1828522,1828836,Unknown,gpos100
contig6,1828721,1829027,Unknown,gpos100
contig6,1828812,1829405,Unknown,gpos100
contig6,1829395,1829969,Unknown,gpos100
contig6,1829975,1830020,Unknown,gpos100
contig6,1830065,1830166,Unknown,gpos100
contig6,1830475,1832115,Unknown,gpos100
contig6,1832118,1832217,Unknown,gpos100
contig6,1832871,1833441,Unknown,gpos100
contig6,1833447,1833671,Unknown,gpos100
contig6,1833660,1833854,Unknown,gpos100
contig6,1833919,1834762,Unknown,gpos100
contig6,1834532,1834853,Unknown,gpos100
contig6,1834738,1835047,Unknown,gpos100
contig6,1835423,1835477,Unknown,gpos100
contig6,1835870,1835962,Unknown,gpos100
contig6,1835981,1836435,Unknown,gpos100
contig6,1836409,1836493,Unknown,gpos100
contig6,1836496,1836689,Unknown,gpos100
contig6,1836880,1836969,Unknown,gpos100
contig6,1837283,1837817,Unknown,gpos100
contig6,1837815,1837950,Unknown,gpos100
contig6,1837948,1838324,Unknown,gpos100
contig6,1838653,1838697,Unknown,gpos100
contig6,1839036,1839098,Unknown,gpos100
contig6,1840035,1840366,Unknown,gpos100
contig6,1842470,1842569,Unknown,gpos100
contig6,1842570,1842689,Unknown,gpos100
contig6,1842810,1843579,Unknown,gpos100
contig6,1843955,1844046,Unknown,gpos100
contig6,1844097,1844434,Unknown,gpos100
contig6,1858047,1858229,Unknown,gpos100
contig6,1869262,1869393,Unknown,gpos100
contig6,1870327,1870591,Unknown,gpos100
contig6,1882634,1883161,Unknown,gpos100
contig6,1886874,1887084,Unknown,gpos100
contig6,1887214,1887259,Unknown,gpos100
contig6,1887794,1887864,Unknown,gpos100
contig6,1887812,1888197,Unknown,gpos100
contig6,1888307,1888569,Unknown,gpos100
contig6,1890471,1890557,Unknown,gpos100
contig6,1890652,1890898,Unknown,gpos100
contig6,1891105,1891167,Unknown,gpos100
contig6,1891545,1891611,Unknown,gpos100
contig6,1896560,1896613,Unknown,gpos100
contig6,1896614,1896631,Unknown,gpos100
contig6,1897019,1897079,Unknown,gpos100
contig6,1901893,1902638,Unknown,gpos100
contig6,1908460,1908553,Unknown,gpos100
contig6,1912255,1912335,Unknown,gpos100
contig6,1920387,1920474,Unknown,gpos100
contig6,1923275,1923321,LINE,gpos100
contig6,1934893,1935021,Unknown,gpos100
contig6,1935079,1935205,Unknown,gpos100
contig6,1936689,1936724,Unknown,gpos100
contig6,1938958,1939040,Unknown,gpos100
contig6,1942588,1942710,Unknown,gpos100
contig6,1946525,1946654,Unknown,gpos100
contig6,1952858,1952917,Unknown,gpos100
contig6,1952918,1952952,Unknown,gpos100
contig6,1954378,1954497,Unknown,gpos100
contig6,1959121,1959192,Unknown,gpos100
contig6,1959472,1962092,Unknown,gpos100
contig6,1962151,1962372,Unknown,gpos100
contig6,1962372,1962427,Unknown,gpos100
contig6,1962382,1962524,DNA,gpos100
contig6,1962525,1963029,Unknown,gpos100
contig6,1963061,1963309,DNA,gpos100
contig6,1963321,1963727,Unknown,gpos100
contig6,1963728,1963971,Unknown,gpos100
contig6,1964375,1964468,Unknown,gpos100
contig6,1964565,1964954,Unknown,gpos100
contig6,1965115,1965440,Unknown,gpos100
contig6,1965316,1965636,Unknown,gpos100
contig6,1965416,1965816,Unknown,gpos100
contig6,1965816,1966111,Unknown,gpos100
contig6,1966143,1966276,Unknown,gpos100
contig6,1966273,1966463,Unknown,gpos100
contig6,1966605,1966640,Unknown,gpos100
contig6,1967545,1968043,Unknown,gpos100
contig6,1968070,1968197,Unknown,gpos100
contig6,1968198,1968308,Unknown,gpos100
contig6,1968366,1968753,Unknown,gpos100
contig6,1968701,1968803,Unknown,gpos100
contig6,1969281,1969372,Unknown,gpos100
contig6,1969449,1969910,Unknown,gpos100
contig6,1970095,1970316,Unknown,gpos100
contig6,1970319,1970624,Unknown,gpos100
contig6,1970896,1971448,Unknown,gpos100
contig6,1971217,1971545,Unknown,gpos100
contig6,1971425,1971563,Unknown,gpos100
contig6,1971562,1971644,Unknown,gpos100
contig6,1972020,1972192,Unknown,gpos100
contig6,1972240,1972668,Unknown,gpos100
contig6,1973688,1973850,Unknown,gpos100
contig6,1977359,1977524,Unknown,gpos100
contig6,1977555,1977698,Unknown,gpos100
contig6,1977987,1978491,Unknown,gpos100
contig6,1979001,1979083,Unknown,gpos100
contig6,1979086,1979171,Unknown,gpos100
contig6,1979792,1979818,Unknown,gpos100
contig6,1981442,1981492,Unknown,gpos100
contig6,1982001,1982067,Unknown,gpos100
contig6,1982173,1982489,Unknown,gpos100
contig6,1982368,1982577,Unknown,gpos100
contig6,1982520,1983223,Unknown,gpos100
contig6,1983370,1983922,Unknown,gpos100
contig6,1983931,1984458,Unknown,gpos100
contig6,1984516,1984902,Unknown,gpos100
contig6,1984850,1984921,Unknown,gpos100
contig6,1985068,1985219,Unknown,gpos100
contig6,1985572,1985663,Unknown,gpos100
contig6,1985740,1986205,Unknown,gpos100
contig6,1986386,1986607,Unknown,gpos100
contig6,1986610,1986915,Unknown,gpos100
contig6,1987187,1987739,Unknown,gpos100
contig6,1987508,1987836,Unknown,gpos100
contig6,1987716,1987854,Unknown,gpos100
contig6,1987853,1987935,Unknown,gpos100
contig6,1988311,1988483,Unknown,gpos100
contig6,1988531,1988959,Unknown,gpos100
contig6,1989994,1990135,Unknown,gpos100
contig6,1990430,1990934,Unknown,gpos100
contig6,1991363,1991441,Unknown,gpos100
contig6,1991444,1991529,Unknown,gpos100
contig6,1992151,1992177,Unknown,gpos100
contig6,1993801,1993851,Unknown,gpos100
contig6,1994360,1994426,Unknown,gpos100
contig6,1994532,1994848,Unknown,gpos100
contig6,1994727,1994936,Unknown,gpos100
